Nitrogen;Phosphorus;Potassium;Temperature;Humidity;pH_Value;Rainfall;Crop
27;40;24;2.784.026.517;8.999.615.558;7.063.022.095;5.284.626.009;MungBean
35;48;15;2.710.818.093;874.512.669;6.981.758.362;5.503.723.979;MungBean
4;59;25;2.768.515.114;8.194.268.594;6.227.134.139;5.462.243.308;MungBean
1;48;24;2.934.594.634;8.560.472.562;6.232.836.962;5.903.629.954;MungBean
36;43;21;2.836.319.404;848.593.608;7.140.437.859;5.293.031.105;MungBean
11;46;24;2.765.280.218;8.980.650.642;6.459.252.023;5.652.558.045;MungBean
34;47;19;2.731.372.793;8.544.815.232;6.568.795.404;5.315.223.123;MungBean
21;44;18;2.706.909.959;8.689.934.108;712.851.089;5.046.746.116;MungBean
17;58;20;2.806.642.822;8.591.625.451;642.937.879;3.923.831.035;MungBean
25;40;21;2.773.329.078;8.113.903.037;6.248.900.919;4.417.580.911;MungBean
2;38;18;2.753.632.932;8.992.908.171;6.619.891.498;4.548.591.922;MungBean
9;48;20;2.966.461.594;8.428.187.572;6.377.568.542;5.609.542.002;MungBean
37;49;25;299.145.443;8.585.384.444;6.415.459.592;4.139.081.525;MungBean
36;38;15;2.836.363.858;8.759.810.657;6.320.662.012;5.799.524.359;MungBean
40;58;15;2.946.416.042;8.760.890.009;6.978.400.282;4.315.411.472;MungBean
30;44;16;2.973.013.036;8.289.166.381;6.442.335.593;5.091.511.275;MungBean
1;59;23;2.746.852.989;8.717.649;7.184.398.832;4.378.420.984;MungBean
9;48;22;2.777.076.285;8.709.979.549;6.402.926.221;4.950.812.624;MungBean
14;41;17;2.912.939.524;8.848.312.598;7.085.982.325;3.645.012.824;MungBean
35;52;19;2.710.606.808;8.989.593.328;6.698.574.085;3.745.680.611;MungBean
31;48;17;2.888.078.945;8.694.206.817;6.594.739.424;5.379.732.545;MungBean
4;41;20;2.814.720.892;838.001.509;6.647.965.508;3.744.800.463;MungBean
30;37;25;2.989.129.144;8.014.487.166;7.120.032.489;547.960.127;MungBean
9;35;20;2.741.503.453;8.098.004.661;691.380.932;4.053.173.216;MungBean
20;41;20;2.927.308.605;894.875.022;7.073.048.264;509.246.554;MungBean
37;50;23;2.965.296.893;8.848.587.386;65.304.707;5.601.913.159;MungBean
34;35;21;2.844.524.991;8.267.639.542;6.684.381.357;5.818.713.162;MungBean
14;37;15;2.796.235.681;8.397.586.797;6.581.351.374;489.366.954;MungBean
23;39;22;2.925.649.321;8.197.952.224;686.483.915;4.202.483.277;MungBean
5;45;21;2.836.291.385;8.800.989.267;6.487.124.217;4.305.130.077;MungBean
22;37;20;2.762.749.466;8.649.366.929;6.605.733.068;3.926.137.642;MungBean
40;51;17;2.866.086.349;8.612.194.568;6.860.602.782;5.001.534.317;MungBean
27;56;20;292.114.218;8.711.497.805;641.874.299;5.153.848.218;MungBean
31;40;22;2.940.889.385;8.616.063.492;6.365.513.634;5.335.486.977;MungBean
38;36;21;2.802.952.623;848.845.732;6.556.372.966;3.612.042.927;MungBean
6;37;17;2.808.657.178;8.035.005.927;6.760.694.228;3.814.476.781;MungBean
6;47;18;2.916.174.608;8.028.038.146;6.715.276.663;4.016.545.979;MungBean
24;44;17;298.596.912;8.003.499.648;6.666.380.512;5.066.487.502;MungBean
25;59;19;2.906.631.494;836.869.203;6.626.629.798;4.395.183.726;MungBean
32;56;21;2.738.538.997;8.866.663.953;6.702.772.465;5.829.933.073;MungBean
8;45;18;2.793.034.941;8.542.058.715;7.011.030.515;4.325.095.608;MungBean
19;39;17;292.808.618;818.009.244;6.890.156.495;4.447.427.436;MungBean
39;37;15;289.973.145;8.378.911.515;6.821.747.052;5.984.499.208;MungBean
33;37;19;2.792.678.579;865.543.196;7.183.189.922;434.826.194;MungBean
26;54;17;285.474.135;889.570.454;627.258.822;494.897.245;MungBean
21;51;15;2.936.488.409;891.886.954;6.679.127.482;4.830.159.325;MungBean
22;54;20;2.856.149.805;8.363.802.195;6.689.825.155;41.013.132;MungBean
29;45;16;2.843.683.487;8.791.332.682;6.583.381.939;4.312.063.289;MungBean
4;40;21;2.879.728.147;8.045.744.422;6.725.551.062;4.430.070.517;MungBean
10;37;22;287.275.267;8.912.760.359;7.069.747.814;5.852.974.279;MungBean
4;44;19;2.795.639.663;8.352.706.038;6.921.993.878;4.325.726.752;MungBean
20;45;17;2.817.458.662;8.369.659.318;6.770.955.317;372.464.655;MungBean
23;45;23;2.877.653.519;8.669.133.979;6.983.130.466;5.612.443.206;MungBean
25;48;21;28.438.097;8.348.991.368;6.267.684.328;5.255.469.976;MungBean
56;79;15;2.948.439.992;6.319.915.325;7.454.532.137;7.189.090.748;Blackgram
25;62;21;2.673.433.965;6.813.999.721;7.040.056.094;6.715.096.376;Blackgram
42;61;22;2.627.274.407;6.228.814.857;7.418.650.668;7.023.207.557;Blackgram
42;73;25;3.403.679.184;6.721.113.844;6.501.869.314;7.323.573.601;Blackgram
44;58;18;2.803.644.051;6.506.601.664;6.814.410.928;7.249.507.741;Blackgram
50;55;16;2.881.460.716;6.533.538.112;7.581.442.888;6.226.242.533;Blackgram
35;72;21;3.403.619.494;6.428.791.388;7.741.418.772;6.685.510.868;Blackgram
30;64;20;338.642.935;6.157.072.498;6.573.531.614;6.802.199.825;Blackgram
27;64;21;3.284.213.012;6.868.401.492;7.543.804.223;7.367.166.182;Blackgram
50;74;17;2.710.053.268;6.336.085.585;65.408.208;7.384.949.872;Blackgram
39;73;24;2.565.842.532;6.118.235.808;722.405.917;6.928.607.828;Blackgram
57;67;25;3.234.744.009;6.661.452.812;7.551.364.319;6.455.882.254;Blackgram
52;63;19;2.958.949.031;6.832.176.769;6.928.898.659;6.753.021.213;Blackgram
55;66;22;3.091.219.459;6.879.427.388;7.747.775.263;6.663.830.637;Blackgram
51;56;18;2.812.787.838;642.097.765;6.706.505.915;7.086.340.755;Blackgram
36;66;15;3.008.545.364;6.934.811.988;6.668.238.556;671.367.443;Blackgram
59;55;19;3.174.379.487;6.251.007.687;7.332.375.138;6.897.097.538;Blackgram
50;58;23;2.781.326.852;6.250.460.464;7.596.802.025;6.975.555.541;Blackgram
30;65;25;3.288.733.849;6.459.457.409;770.650.895;7.150.569.456;Blackgram
20;62;18;2.936.358.721;6.498.742.947;7.366.542.647;6.191.208.707;Blackgram
58;71;15;2.782.592.799;675.861.883;6.919.243.702;7.401.229.707;Blackgram
25;71;24;2.849.538.735;6.044.848.407;7.187.721.818;7.491.559.514;Blackgram
52;71;16;2.774.274.761;6.853.997.144;7.075.886.472;7.178.615.328;Blackgram
40;63;18;3.041.588.462;6.766.323.804;674.441.168;6.302.473.185;Blackgram
20;60;25;273.254.209;6.909.047.809;6.726.469.088;6.119.250.859;Blackgram
48;61;21;3.028.496.619;6.169.295.127;6.628.264.883;6.562.859.526;Blackgram
49;68;22;2.856.840.626;6.153.278.622;7.127.064.207;6.349.726.331;Blackgram
48;62;15;2.536.586.097;666.379.724;7.538.631.462;6.581.655.892;Blackgram
32;66;17;349.466.155;6.526.774.011;7.162.357.641;701.415.139;Blackgram
21;63;22;2.509.737.391;6.772.837.887;6.859.409.487;7.461.649.888;Blackgram
20;72;19;3.247.648.301;6.434.848.735;7.397.190.844;65.820.457;Blackgram
25;65;21;3.386.351.172;6.859.232.289;6.880.245.789;6.924.464.096;Blackgram
41;78;21;2.519.857.725;6.037.332.688;6.581.313.137;7.088.787.207;Blackgram
53;67;17;3.177.681.682;6.901.852.894;7.296.972.161;6.146.892.873;Blackgram
39;60;21;3.489.814.946;6.359.948.557;697.297.656;6.472.797.143;Blackgram
25;76;17;3.174.105.409;6.863.525.428;7.241.148.507;623.061.735;Blackgram
21;78;19;2.716.159.076;6.676.017.239;692.009.048;6.985.112.265;Blackgram
57;60;17;2.623.773.129;6.788.521.396;7.504.608.385;7.358.663.968;Blackgram
56;75;15;3.020.157.245;6.006.534.859;7.152.272.256;6.637.171.179;Blackgram
49;72;15;3.155.846.339;6.783.563.765;7.137.004.749;7.486.960.831;Blackgram
24;80;19;2.967.892.453;690.854.554;6.808.041.722;6.566.436.565;Blackgram
49;76;18;2.705.365.239;677.017.527;7.393.631.868;604.693.835;Blackgram
28;68;19;3.463.880.966;6.138.597.868;769.950.698;7.243.169.115;Blackgram
55;78;21;3.339.438.752;6.293.692.886;6.602.888.249;6.357.445.989;Blackgram
50;64;25;2.884.079.155;6.337.230.676;6.734.447.425;7.025.496.749;Blackgram
34;80;19;3.149.338.309;630.563.645;6.521.217.963;7.148.327.008;Blackgram
20;68;23;2.554.960.633;6.395.425.534;7.707.332.484;631.830.529;Blackgram
55;67;16;3.437.329.112;6.969.366.426;6.596.719.015;7.027.184.748;Blackgram
23;70;15;346.008.247;6.311.296.779;7.403.623.355;6.041.790.253;Blackgram
53;74;15;2.943.463.808;6.494.329.356;7.517.097;7.217.818.157;Blackgram
26;67;16;2.910.713.092;6.790.577.375;717.620.823;6.783.345.933;Blackgram
33;80;22;2.857.006.111;6.571.765.781;6.593.961.761;700.866.434;Blackgram
37;79;19;2.754.384.835;693.478.631;7.143.942.758;6.940.878.198;Blackgram
33;75;21;3.304.687.968;6.893.875.631;6.690.655.045;6.230.278.274;Blackgram
22;55;20;3.395.309.131;6.996.100.028;7.423.530.351;6.116.350.463;Blackgram
20;68;17;3.011.873.003;6.011.680.815;6.578.714.843;7.172.980.375;Blackgram
43;68;20;2.957.812.712;6.617.587.668;7.497.469.256;6.943.895.491;Blackgram
44;76;22;2.726.458.947;6.801.232.937;7.775.306.272;6.891.754.359;Blackgram
34;60;16;3.135.730.791;6.424.992.106;7.322.555.223;6.385.668.948;Blackgram
21;72;17;3.152.104.732;6.655.723.677;7.580.527.339;6.171.111.448;Blackgram
25;68;19;2.939.982.732;6.425.510.719;7.108.450.121;6.747.677.295;Blackgram
41;62;15;2.938.400.259;6.414.928.485;7.358.974.541;6.524.194.361;Blackgram
28;65;23;2.838.686.534;6.188.871.127;7.405.176.138;7.424.459.122;Blackgram
35;64;15;2.847.442.276;6.353.604.453;6.500.144.962;695.274.407;Blackgram
52;58;16;3.064.095.781;6.114.508.627;7.167.435.834;7.136.947.525;Blackgram
58;75;25;2.525.596.239;6.136.669.662;7.261.791.753;6.864.685.069;Blackgram
34;66;19;3.297.030.511;6.018.122.078;7.586.642.101;7.344.678.678;Blackgram
52;70;16;3.366.855.394;6.660.416.867;7.534.811.833;6.732.520.551;Blackgram
23;57;19;3.283.963.757;6.799.803.573;7.251.000.789;7.340.452.716;Blackgram
42;58;25;2.745.853.567;6.290.020.977;6.513.620.918;6.946.020.927;Blackgram
37;62;17;2.568.576.704;6.984.354.028;7.121.254.928;7.462.068.748;Blackgram
44;75;22;300.328.403;6.414.800.537;7.574.561.547;7.121.006.868;Blackgram
21;80;20;2.820.667.264;6.827.085.245;7.350.869.792;6.432.887.142;Blackgram
56;76;16;2.827.265.858;6.118.956.161;7.513.151.076;6.329.900.785;Blackgram
29;76;15;285.417.236;642.020.154;7.025.607.706;6.968.862.306;Blackgram
43;61;20;2.687.187.036;6.161.367.264;6.804.253.866;6.351.822.045;Blackgram
55;60;15;3.279.766.751;6.877.994.074;7.163.043.872;6.411.411.069;Blackgram
44;63;15;2.642.333.018;6.451.136.845;7.338.929.556;6.346.546.487;Blackgram
29;67;21;2.979.181.107;6.338.789.228;6.621.323.612;6.302.169.909;Blackgram
47;63;16;2.744.003.279;6.710.464.369;6.661.870.999;7.250.669.768;Blackgram
40;68;17;341.262.979;6.514.877.461;7.733.149.554;7.040.795.007;Blackgram
58;61;15;3.094.908.189;6.423.364.112;7.402.891.666;6.278.730.907;Blackgram
41;74;18;2.875.751.783;6.102.701.476;6.599.147.298;7.337.686.831;Blackgram
58;79;17;2.724.766.491;6.610.123.083;704.174.124;6.231.842.057;Blackgram
27;62;24;2.863.005.477;66.770.943;7.353.876.754;622.737.345;Blackgram
27;60;17;2.641.768.321;6.364.698.302;7.026.795.359;6.442.177.127;Blackgram
52;65;20;3.281.705.216;6.615.665.137;6.814.301.033;6.883.924.882;Blackgram
44;55;25;296.321.052;6.591.359.954;742.160.832;7.116.331.975;Blackgram
21;62;24;3.349.077.065;6.273.317.204;6.847.382.891;6.545.328.463;Blackgram
60;59;22;3.186.847.286;6.674.217.464;7.191.522.601;7.422.238.583;Blackgram
33;77;21;3.032.992.227;6.562.971.858;701.285.529;7.164.631.281;Blackgram
59;58;17;28.546.224;6.631.394.098;7.368.318.809;6.283.469.851;Blackgram
29;63;17;3.002.629.908;6.788.811.637;726.154.329;6.647.264.636;Blackgram
59;63;18;3.165.531.175;6.013.263.713;652.669.158;6.669.096.751;Blackgram
29;70;15;3.033.499.674;6.354.718.862;6.872.594.461;7.416.699.119;Blackgram
58;73;16;3.336.984.395;6.567.718.163;6.874.142.175;6.489.517.488;Blackgram
55;77;22;314.345.059;6.299.303.471;776.061.831;6.477.651.469;Blackgram
42;79;23;2.771.678.273;6.329.103.387;6.781.841.984;6.856.507.978;Blackgram
44;77;21;3.263.918.668;613.009.051;7.326.980.454;6.183.876.146;Blackgram
38;62;25;327.477.393;6.777.954.584;7.453.975.408;6.337.784.443;Blackgram
32;76;15;2.805.153.602;6.349.802.189;7.604.110.177;4.335.795.377;Lentil
13;61;22;1.944.084.326;6.327.771.461;7.728.832.424;4.683.130.119;Lentil
38;60;20;2.984.823.072;6.063.872.613;7.491.217.102;4.680.452.595;Lentil
11;74;17;2.136.383.757;6.992.375.891;6.633.864.582;466.352.865;Lentil
37;71;16;2.628.663.931;6.851.966.729;7.324.863.481;4.613.833.007;Lentil
29;71;18;2.217.499.963;6.213.873.825;6.410.441.476;5.346.622.584;Lentil
2;72;18;2.657.597.546;6.097.876.599;7.836.719.564;5.089.110.726;Lentil
6;59;21;2.658.972.517;6.614.007.674;6.139.215.944;5.090.994.463;Lentil
13;64;20;191.345.771;6.257.526.895;6.590.571.088;3.646.946.971;Lentil
8;58;17;2.875.273.118;6.915.640.149;7.286.049.978;3.515.426.171;Lentil
6;77;20;2.578.746.268;602.816.298;6.058.306.161;4.914.337.177;Lentil
2;75;22;2.389.271.875;6.178.779.413;6.658.605.362;5.255.730.112;Lentil
3;69;23;2.867.408.774;6.318.832.976;7.299.360.767;4.296.018.627;Lentil
27;80;24;2.842.062.847;6.177.336.343;7.815.210.661;4.902.366.803;Lentil
39;78;15;2.135.499.456;6.260.136.323;5.925.391.795;4.178.219.834;Lentil
40;79;17;2.112.695.586;6.318.738.532;6.403.683.619;3.871.834.464;Lentil
37;62;22;2.402.037.872;6.162.313.345;7.397.546.271;4.978.102.578;Lentil
31;60;24;2.540.474.421;658.567.539;7.722.335.992;5.192.057.267;Lentil
22;67;22;2.903.017.561;6.449.166.566;7.475.926.645;549.393.771;Lentil
3;78;18;2.021.368.219;6.865.257.685;6.887.130.053;5.089.732.989;Lentil
4;80;16;2.919.585.548;6.801.965.728;7.441.976.825;4.493.261.911;Lentil
13;61;24;1.829.783.597;696.897.615;7.629.910.253;4.939.111.479;Lentil
12;66;20;2.741.434.987;6.341.785.982;7.336.117.221;4.443.177.543;Lentil
4;61;21;2.484.063.998;6.009.116.626;675.020.529;4.877.790.371;Lentil
9;60;21;2.994.413.861;6.731.323.084;752.178.027;4.037.113.729;Lentil
18;66;22;2.587.990.287;6.755.109.024;6.347.379.185;4.789.645.224;Lentil
32;56;18;200.467.711;6.584.395.319;7.135.251.532;4.605.333.124;Lentil
6;72;15;2.299.451.999;6.670.897.237;7.670.178.119;5.449.044.154;Lentil
15;77;20;2.513.163.619;6.692.642.362;7.399.749.291;4.904.015.558;Lentil
0;65;24;2.849.584.395;6.244.616.219;7.841.496.029;5.314.531.023;Lentil
30;79;22;1.828.766.124;6.948.515.056;6.254.216.611;4.860.449.438;Lentil
3;63;16;2.438.041.875;6.118.458.224;6.868.881.708;5.313.946.695;Lentil
2;78;23;2.131.852.148;6.643.934.593;7.320.514.721;4.542.616.802;Lentil
10;78;18;1.854.141.834;6.270.637.578;6.296.976.913;4.407.819.743;Lentil
14;67;25;2.528.710.601;6.085.993.533;7.241.151.936;4.937.369.982;Lentil
39;65;23;2.543.459.777;6.912.613.376;7.685.959.305;4.102.682.925;Lentil
19;72;15;2.883.600.962;6.976.112.921;6.890.760.124;4.408.562.546;Lentil
18;57;21;2.737.659.643;6.393.927.841;6.155.915.975;4.947.371.773;Lentil
31;58;15;2.831.886.863;6.019.461.399;6.167.855.382;4.536.521.251;Lentil
28;58;25;274.818.649;6.204.814.951;6.861.640.036;3.781.123.974;Lentil
5;65;19;1.828.072.173;6.810.365.387;6.978.361.689;4.880.253.285;Lentil
16;65;19;2.761.204.997;6.929.786.244;7.043.160.241;4.272.374.404;Lentil
34;65;19;2.343.974.653;6.322.011.726;594.239.222;4.540.277.297;Lentil
14;69;19;2.095.628.486;6.368.128.841;7.239.455.147;5.239.881.209;Lentil
22;55;16;237.937.153;6.803.209.183;6.516.317.561;4.973.922.097;Lentil
24;61;17;226.371.424;6.544.544.859;6.233.269.045;3.830.411.077;Lentil
2;79;15;2.153.577.883;6.547.227.704;7.505.283.615;3.575.107.592;Lentil
26;63;17;2.987.854.588;6.573.085.206;6.950.300.686;4.495.654.782;Lentil
27;61;15;252.653.291;6.710.004.577;6.958.054.839;4.833.941.188;Lentil
24;70;16;2.517.885.316;6.893.307.305;654.803.469;3.503.484.812;Lentil
13;74;25;2.412.192.608;6.109.533.545;6.461.618.577;4.423.629.285;Lentil
6;64;23;2.333.565.221;6.740.460.704;7.065.264.073;3.618.678.721;Lentil
12;58;23;2.174.600.081;6.339.503.184;6.765.091.462;5.043.306.085;Lentil
32;79;22;2.760.195.453;6.346.170.674;591.645.379;5.437.814.199;Lentil
6;68;18;24.388.717;6.250.453.062;6.711.341.147;4.726.052.494;Lentil
10;79;20;2.498.287.462;66.895.409;6.379.881.442;3.821.370.568;Lentil
38;77;22;28.234.829;693.159.965;6.313.284.268;3.536.831.423;Lentil
17;74;17;2.603.026.959;6.955.863.145;7.393.210.848;3.711.395.801;Lentil
26;68;24;2.804.849.594;6.407.691.942;7.504.930.973;3.715.824.966;Lentil
23;75;17;2.487.425.505;6.400.213.929;7.198.076.286;4.828.137.482;Lentil
32;78;22;2.397.081.395;6.235.557.553;7.007.037.515;5.340.906.048;Lentil
19;79;19;2.006.003.985;6.776.252.583;6.677.262.562;4.289.509.057;Lentil
22;60;18;1.959.221.047;6.128.633.405;674.398.035;417.704.893;Lentil
28;69;16;2.977.013.109;6.629.327.012;6.547.361.618;3.569.674.138;Lentil
1;67;21;2.752.135.365;6.053.657.684;6.551.577.598;4.806.491.307;Lentil
12;67;23;2.562.896.213;6.314.909.763;6.585.020.303;4.549.683.991;Lentil
36;67;20;2.039.078.312;6.047.528.931;6.924.042.372;5.331.508.572;Lentil
28;70;21;2.539.038.396;604.989.659;7.437.373.666;3.918.374.505;Lentil
12;71;19;2.491.079.638;6.071.367.427;7.142.611.056;4.219.740.397;Lentil
22;68;16;2.770.496.805;6.320.915.034;774.672.376;3.746.160.727;Lentil
26;66;22;1.806.486.101;651.034.354;6.300.479.414;5.154.922.825;Lentil
16;65;16;1.813.027.797;6.245.851.612;6.078.724.107;506.128.521;Lentil
14;59;22;2.382.723.528;6.789.815.262;676.660.668;4.690.725.077;Lentil
33;59;19;2.319.305.333;6.274.710.773;7.641.024.177;4.955.213.308;Lentil
21;63;17;2.508.966.129;6.817.543.102;6.559.681.838;4.145.486.619;Lentil
0;69;21;2.586.928.193;6.188.321.072;7.072.923.306;3.668.284.038;Lentil
10;75;17;1.843.966.037;6.805.394.959;7.732.194.788;3.900.992.137;Lentil
30;61;18;2.714.911.056;6.702.664.337;6.157.782.589;5.250.812.701;Lentil
0;74;17;2.333.375.853;6.450.515.776;7.240.988.401;4.701.510.708;Lentil
35;74;22;267.230.014;6.296.841.833;6.898.905.799;4.287.274.897;Lentil
7;63;24;1.955.750.776;6.445.268.309;6.818.681.086;5.304.669.416;Lentil
9;56;17;2.613.708.256;667.729.209;6.261.937.875;4.648.280.681;Lentil
14;74;15;2.799.990.346;6.557.653.373;6.493.036.868;4.994.043.064;Lentil
14;76;20;2.905.941.162;6.210.652.364;7.042.474.679;365.011.366;Lentil
36;65;16;2.571.269.843;641.123.333;7.692.013.657;5.017.067.771;Lentil
28;67;21;2.179.792.649;6.373.086.065;6.250.994.223;4.662.370.222;Lentil
28;79;16;2.470.626.432;6.026.854.183;6.052.184.881;5.312.442.925;Lentil
40;61;22;2.094.981.756;658.108.757;7.002.216.044;4.423.913.012;Lentil
10;70;19;2.484.918.386;6.898.088.448;7.272.427.638;4.161.080.544;Lentil
12;80;19;2.191.041.045;6.521.662.467;5.962.001.484;3.610.211.371;Lentil
37;77;20;2.593.381.964;6.870.533.022;7.080.506.001;5.102.372.773;Lentil
0;67;22;2.982.112.112;694.073.209;6.593.798.387;5.156.461.082;Lentil
7;73;25;2.752.185.591;6.313.215.259;728.805.662;4.520.841.071;Lentil
10;56;18;2.799.627.907;686.428.593;732.710.972;4.610.585.191;Lentil
39;70;15;2.076.774.783;6.390.164.154;6.366.355.781;479.271.552;Lentil
26;56;22;2.305.276.444;60.424.786;7.011.121.216;5.260.285.259;Lentil
9;77;17;2.165.845.777;6.358.337.146;6.280.725.549;3.807.659.414;Lentil
4;59;19;2.625.070.298;6.762.779.652;7.621.494.566;408.106.299;Lentil
34;73;15;2.097.195.263;6.383.179.889;7.630.424.083;5.310.207.889;Lentil
33;77;15;2.389.736.406;6.632.102.048;7.802.212.437;4.074.536.757;Lentil
2;24;38;2.455.981.624;9.163.536.236;5.922.935.513;1.119.684.622;Pomegranate
6;18;37;1.965.690.085;8.993.701.023;5.937.649.578;1.080.458.926;Pomegranate
8;26;36;1.878.359.608;874.024.767;6.804.781.106;1.025.184.759;Pomegranate
37;18;39;241.469.628;945.110.662;6.424.670.614;1.102.316.633;Pomegranate
0;27;38;2.244.581.266;8.990.147.027;6.738.016.221;1.093.905.998;Pomegranate
31;25;38;2.496.273.236;9.240.501.423;6.497.366.677;1.094.169.192;Pomegranate
21;21;38;225.526.059;893.259.486;6.327.673.765;1.048.955.643;Pomegranate
6;30;40;2.277.035.608;9.145.498.527;636.137.446;1.069.659.201;Pomegranate
25;27;41;1.920.090.378;9.427.659.596;6.923.509.371;1.080.423.555;Pomegranate
15;11;38;2.312.808.226;9.268.328.358;6.630.646.083;1.093.930.157;Pomegranate
14;5;36;2.492.639.065;8.519.098.079;5.832.525.853;1.047.693.804;Pomegranate
16;10;41;2.477.464.458;8.563.608.688;6.738.993.954;1.057.595.811;Pomegranate
36;7;37;198.671.184;8.635.590.206;5.782.435.567;1.083.168.858;Pomegranate
4;20;41;2.426.601.316;937.974.061;6.537.042.717;1.045.375.109;Pomegranate
29;22;40;2.362.600.218;8.973.266.695;6.145.104.401;1.076.836.871;Pomegranate
16;15;42;1.967.832.052;8.908.935.702;6.890.784.045;1.085.468.633;Pomegranate
18;27;41;2.236.509.395;9.230.882.391;7.175.344.328;1.048.216.333;Pomegranate
11;18;42;2.157.936.934;9.488.267.728;5.938.528.744;1.028.593.382;Pomegranate
5;15;38;1.826.233.221;8.816.779.129;5.709.380.472;1.080.756.727;Pomegranate
18;23;44;2.371.028.128;8.961.794.165;6.184.400.085;1.056.499.907;Pomegranate
9;8;40;2.248.720.144;899.224.883;6.553.509.673;1.116.631.582;Pomegranate
40;27;45;216.602.498;9.479.397.419;5.885.638.185;1.124.349.689;Pomegranate
22;23;44;2.013.037.175;8.931.505.137;6.143.874.691;1.073.416.913;Pomegranate
9;16;39;1.841.164.435;9.111.927.248;6.101.198.974;1.051.834.976;Pomegranate
12;29;40;1.968.291.173;8.975.272.999;6.594.037.135;1.112.818.551;Pomegranate
0;17;42;2.320.242.586;9.119.442.671;6.859.840.821;1.090.946.323;Pomegranate
2;21;44;1.892.157.197;8.731.290.342;656.893.406;1.028.013.275;Pomegranate
28;6;40;2.210.621.387;9.134.039.616;6.769.855.664;1.068.704.803;Pomegranate
8;23;44;1.847.412.402;8.968.919.664;7.130.837.931;1.084.758.509;Pomegranate
29;16;36;1.981.069.447;8.892.944.254;5.740.338.002;102.860.084;Pomegranate
17;18;43;244.880.844;9.083.687.246;5.843.005.428;1.031.969.341;Pomegranate
34;21;42;1.875.927.679;8.993.457.597;6.648.687.274;1.110.196.744;Pomegranate
21;23;42;1.954.128.063;9.029.751.796;6.902.751.061;1.043.739.878;Pomegranate
25;17;40;1.891.251.245;8.774.938.524;6.608.023.872;1.112.800.516;Pomegranate
8;25;36;1.991.330.523;9.495.031.368;6.828.522.375;1.040.277.061;Pomegranate
26;18;42;1.972.620.525;8.964.934.166;6.910.374.919;1.082.287.276;Pomegranate
4;19;42;2.383.185.873;8.784.034.604;6.306.605.528;1.112.232.716;Pomegranate
36;24;41;2.494.467.632;9.425.702.672;7.009.180.374;1.038.799.347;Pomegranate
5;24;40;24.692.258;9.387.030.088;6.297.907.579;1.046.735.454;Pomegranate
19;17;39;2.472.485.577;8.556.083.187;6.728.599.215;1.112.787.584;Pomegranate
39;30;38;2.012.644.921;8.759.629.625;6.965.156.738;108.065.579;Pomegranate
5;29;44;2.102.432.943;930.569.505;5.578.095.745;1.047.847.006;Pomegranate
4;24;43;2.240.423.537;881.508.343;7.199.504.273;1.098.695.196;Pomegranate
38;21;35;2.033.691.147;8.938.003.827;5.841.367.187;1.109.653.137;Pomegranate
37;11;36;2.424.779.615;8.556.033.312;6.710.143.266;1.069.216.033;Pomegranate
9;25;41;2.481.530.144;9.190.842.992;5.972.714.857;1.092.853.418;Pomegranate
29;22;43;1.966.329.768;8.795.158.129;5.561.851.831;1.060.380.805;Pomegranate
5;21;38;2.243.377.991;903.396.556;6.107.054.808;112.459.697;Pomegranate
22;26;38;2.292.052.307;8.512.912.161;6.988.035.315;1.102.437.841;Pomegranate
4;18;37;2.291.843.172;8.540.695.044;713.147.457;1.062.817.706;Pomegranate
21;6;41;2.488.244.467;8.939.686.219;7.086.947.687;1.071.951.707;Pomegranate
29;21;45;2.340.981.539;9.313.277;6.749.260.456;1.052.240.743;Pomegranate
23;5;44;2.120.725.375;9.426.304.717;716.300.467;1.075.660.804;Pomegranate
13;7;43;1.820.230.419;9.112.282.162;7.013.481.515;1.096.623.974;Pomegranate
5;13;37;2.234.375.696;897.870.345;5.648.243.649;1.033.183.074;Pomegranate
27;24;41;2.432.770.134;9.088.292.835;6.610.251.186;1.104.606.459;Pomegranate
7;23;35;1.975.088.482;8.871.691.157;7.054.313.823;1.025.538.035;Pomegranate
12;20;39;1.986.173.586;8.619.740.917;6.026.999.326;1.110.217.929;Pomegranate
4;19;43;1.807.132.963;9.314.554.876;5.779.427.402;1.063.602.023;Pomegranate
3;9;45;2.389.162.561;8.961.850.203;6.535.244.251;104.617.522;Pomegranate
1;27;36;2.398.598.756;9.334.236.582;5.684.995.235;104.991.282;Pomegranate
23;30;44;2.093.892.916;8.542.912.869;612.476.108;1.030.295.938;Pomegranate
24;21;42;2.082.210.727;8.722.815.682;6.999.014.379;1.094.429.934;Pomegranate
13;30;37;2.086.474.944;9.161.793.636;6.277.148.771;1.068.685.636;Pomegranate
40;11;44;2.445.840.036;8.610.874.614;6.322.396.027;1.113.779.693;Pomegranate
21;9;40;2.451.147.697;9.064.498.715;5.956.401.828;1.056.209.954;Pomegranate
3;27;44;2.456.811.204;9.203.009.222;6.591.302.797;1.109.633.894;Pomegranate
40;29;42;2.463.228.709;8.901.574.455;7.104.094.929;1.106.956.184;Pomegranate
14;25;40;2.007.386.547;9.097.819.712;6.407.872.061;1.037.084.055;Pomegranate
38;14;37;2.180.523.051;9.463.612.858;6.658.402.594;1.026.488.846;Pomegranate
34;9;36;228.122.645;8.634.233.767;6.276.038.961;1.104.432.293;Pomegranate
